full_text,Label,tweet_url
1st of all BOSTON ANJING sebel belagu amatðŸ«µðŸ» giliran di ulti sm mew CIUT LU muntahhhâ€¦â€¦..,Bully,https://twitter.com/pakinlicious/status/1705731388790751705
@AkangCabang semoga dikasih mimpi dikejar anjing,Nobully,https://twitter.com/tidaksukaduren/status/1705731343815233553
@UPIfess tulis aja langsung ANAK ARAB anjing. lama banget lo ngespill gitu aja nyet,Nobully,https://twitter.com/remiremount/status/1705731250441629859
@RajaPetra Sapa nk dgr salakan raja anjing bangsat gila sbb dedak babi nk Abisâ€¦!pukimak kau Sialâ€¦!ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ https://t.co/OuuYYBaSch,Nobully,https://twitter.com/ijrm1958/status/1705731180354752832
@jehidayat3 @MprAldo cina anjing. https://t.co/AjiIUziANg,Nobully,https://twitter.com/used2beagoodboy/status/1705731161790501010
Gua muter-muter kayak org tolol. Anjing! Kayaknye efek earring... ðŸ¤”,Nobully,https://twitter.com/masaqshal/status/1705731130283155726
bangsat anjing bilang aja lu gak mau belikan gw,Nobully,https://twitter.com/therarebloom/status/1705731124708913313
ANJING https://t.co/bvAFWcmwty,Nobully,https://twitter.com/kshahreawr/status/1705731107919180010
Anjing gue cemburu,Nobully,https://twitter.com/lleaaayy/status/1705730905061621870
gwe wanti wanti banget ya anjing biar gak brengsek TERNYATA GUE YANG KENA KONTWOL,Nobully,https://twitter.com/rpeIuk/status/1705730873587531828
"@99_yourfriend @ipb_menfess Betul tinggal dibersihkan, lagi pula salah apa juga si anjing itu",Nobully,https://twitter.com/KaiXiao_13/status/1705730840133791771
GEBRAKAN APA INI GUE BARU BANGUN ANJING????,Nobully,https://twitter.com/natakuaci/status/1705730771045269577
Aku uninstall monopolygo sbelum dia kecoh israel lagi.. aku koyak masa spin  event kek bodoh tu..deal bnyak2 dia bagi ciput sampai dadu habis. Anjing punye game.,Nobully,https://twitter.com/hanifnayl/status/1705730747091595369
pas yg terakhir otomatis ngomong anjing bangsat,Nobully,https://twitter.com/williarden/status/1705730714384187433
TAPI SUMPAH INI LUCU BANGET ANJING HAHAHHAHAHAHA,Nobully,https://twitter.com/miieknow/status/1705730638941507889
"RESULT BRAZIL NIGHT POOLS MINGGU, 24 SEPTEMBER 2023  â˜†â˜† 2430 â˜†â˜†    SHIO : ANJING SILAHKAN ISI FORM WITHDRAW BAGI YANG JP                SALAM JP JABARTOTO https://t.co/m9Jq61nZYF",Nobully,https://twitter.com/jabar_toto/status/1705730617760211376
"Kaget anjir tiba tiba mantan buka pintu kost, mana cuman pake cd anjing",Nobully,https://twitter.com/Johson19861510/status/1705730590157471758
Gila gue kek mama muda jam 4 anjing gue nangis gara2 kedinginanðŸš¶ðŸ»,Nobully,https://twitter.com/mingiring/status/1705730513976299847
"@tanyarlfes konyol anjing, harusnya lo hidup bareng badut IT aja anjir dia kan ketawa terus",Nobully,https://twitter.com/lucasfaireed/status/1705730468291952667
gabisa anjing gue gabisaðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ«µðŸ»,Nobully,https://twitter.com/guKangelic97/status/1705730441632965028
"RESULT CAMBODIA NIGHT POOLS MINGGU, 24 SEPTEMBER 2023  â˜†â˜† 3518 â˜†â˜†    SHIO : ANJING SILAHKAN ISI FORM WITHDRAW BAGI YANG JP                SALAM JP JABARTOTO https://t.co/cvPxByh2gl",Nobully,https://twitter.com/jabar_toto/status/1705730422808961474
@cigarettentod FAK ANJINGG HAHAHAHAHAH,Nobully,https://twitter.com/istriyukimiya/status/1705730300389806255
"Allah tuh adil. Kadang sesuatu yg hina di mata manusia bisa berbeda di mata Allah. Ingat, pernah ada seorang pelacur yg masuk surga gegara memberi minum anjing sebelum meninggal. Kita ga pernah tau ending setiap orang itu bagaimana. Jadi, jangan asal jadi hakim bagi saudaramu.",Nobully,https://twitter.com/_ezalev/status/1705730180868870467
ANJING MAU KETEMU RENJUN BANGSATT,Nobully,https://twitter.com/0lD0NGHYUCK/status/1705730120609325449
GW JG ANJING,Nobully,https://twitter.com/0lD0NGHYUCK/status/1705730076179079225
ANJING GW MAU,Nobully,https://twitter.com/0lD0NGHYUCK/status/1705730051931857277
"GALANG ANJING, BABI, BANGSAT, TAIK KUCING LU GALANG ANJINGGG GUE DOAIN TUH KONTOL GAK BISA MUNCRAT LAGI TAIKKK",Nobully,https://twitter.com/cloudbreadbin/status/1705729792002417095
"@tanyarlfes lu mendingan kawin sama anjing aja dahh, nanti anaknya menggongong ga nangis",Bully,https://twitter.com/ha2ydo/status/1705729769080545462
@detikcom anjing gue udh kaget,Nobully,https://twitter.com/eclipozy/status/1705729634493726857
gada yg pduli anjing,Nobully,https://twitter.com/mirebusgoreng/status/1705729605930545197
anjingg karina secakep ini smlm,Nobully,https://twitter.com/doaingwya/status/1705729601618813267
"aduh gw stuck disini bermenit menit, pedih. pasti lu suka banget yak sampe berjuang segitunya tapi lu bego sihhhhhh huhuhu anjing mau sama gua aja gakðŸ˜­ tapi gua burik. KAK PART DUAðŸ˜­",Nobully,https://twitter.com/wuhijeyyy/status/1705729253785149848
Prediksi Togel Sydney â€“ 24 September 2023 ANGKA MAIN : 5 6 2 7 4 COLOK BEBAS 2D : 6 &amp  4 TOP 4D : 5627*7426*6247*4652 TOP 3D : 562*275*627*756*765 TOP 2D : 52*65*62*67*26*57 SHIO : ANJING ANGKA TWINS : 22 â˜†â˜†â˜† Web Prediksi FlokiToto â˜†â˜†â˜† https://t.co/GrPnaKiy22,Nobully,https://twitter.com/flokitoto1/status/1705729115607990594
obatku 4 anjing gede semua,Nobully,https://twitter.com/cryellies/status/1705729070980567154
2bln menhilang dan dtng lagi..bginila hukum alam datang dan prg...dasar anjing...uda capek ma tulus dan stia sama dia .mala dia hilang pas dtng lagi dgn ucpan manis nya anjing....uda enak jomblo meskipun kesepianðŸ˜Œorang yg tinggalkan sya pasti mnyesal ðŸ‘ŠðŸ» https://t.co/q7TrocZXG7,Nobully,https://twitter.com/eries_muh/status/1705728611066708055
"brengsek lu miya, gye nangis pagi-pagi anjing",Nobully,https://twitter.com/anothermonokrom/status/1705728454245937657
anjing https://t.co/DbMrr74dtd,Nobully,https://twitter.com/louvefairye/status/1705728449309184167
"anjing, gue cape cinta sendri gue malesss sama dia orng, gue jadi kesell sumpah gue bete prh anjjjjjh",Nobully,https://twitter.com/rhwarrrr/status/1705728441272995863
ANJING KETAWA BGT https://t.co/A1bzzXHN5N,Nobully,https://twitter.com/kiitches/status/1705728380984000582
tai anjing,Nobully,https://twitter.com/redforcexxx/status/1705728339431076189
PARAH ANJING PARAH NOOOðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Nobully,https://twitter.com/caaistle/status/1705727934005424605
"Terjerat Jaring, Bayi Anjing Laut Diselamatkan di Afsel https://t.co/Y1tgfyQ9Uc https://t.co/tf8sB8gFEW",Nobully,https://twitter.com/rakyatmerdeka/status/1705727779697033300
@DraftAnakUnpad tau anjing kenapa ya?,Nobully,https://twitter.com/sansyakur/status/1705727671395823841
Tanyarl kan ada tuh namanya nasi kucing meskipun ga pake daging kucing. Kl aku jual nmanya nasi anjing boleh ga si? Nama aja ga pake dging anjing beneran.,Nobully,https://twitter.com/tanyakanrl/status/1705727496631804104
Bodoh. Tolol. Anjing. Bangsat. Goblok.  Ucap diriku kpd diriku.,Nobully,https://twitter.com/Insura10/status/1705727466399236340
"hampir 1 juta sebulan cuma buat beli kopi doang anjing lah, pantes agak miskin setiap akhir bulan.",Nobully,https://twitter.com/Lucifergetdrunk/status/1705727447268983029
"emang anjingg, baru sadar khh u? ðŸ˜‡",Bully,https://twitter.com/kenshyi/status/1705727185775112637
"@cimeaanita Kontol lu anjing bangsat, gw belom cair dari tip malah cepu goblok",Nobully,https://twitter.com/Daniksaputro38/status/1705727179873775739
wekwan anjing emang,Nobully,https://twitter.com/queckrae/status/1705727082565955886
"@ssefnum Bangsatt baru ijo anjing gausah klakson"" ""Gak bisa naik motor belajar dulu anjing tolol bahayain orang"" ""Anjing rausah ngebut cokkkk"" ""Berisik knalpot jamet kabupaten"" ""Polisi tidur segede ini buat apa dah"" ""Ya Allah kenapa sihhhhh orang orang bego kaya gini dikasih motor""""",Bully,https://twitter.com/publigc/status/1705727017583521969
"anjing banget setiap hari minggu kenapa gampang banget bangun pagi, giliran hari kerja susahhhhhhh banget ampun.",Nobully,https://twitter.com/leokentan666/status/1705726981181243536
"anjing lu hisung, cemburu kekâ˜¹ï¸",Nobully,https://twitter.com/wuhijeyyy/status/1705726810376515662
kampret gua iri banget anjinggðŸ˜­ https://t.co/cpnbOch4a3,Nobully,https://twitter.com/rindidntsleep/status/1705726802063437908
Gue dari tadi fokus nonton bngt sampe mikirin ini 3D apa anjing gue jadi dag Dig dug ser,Nobully,https://twitter.com/slvtbehivour/status/1705726723520946491
@Lian_2791 @jajatplus @tempodotco Anjing kurap lagi lapar ya,Nobully,https://twitter.com/ilwanrheza/status/1705726527210709022
@akunardi23 @idextratime bacot sia ngentot kalo panas mah panas aja anjing,Nobully,https://twitter.com/cameloren/status/1705726334067224806
"sicepat bener bener ya anjing ekspedisi sampah, dr semua ekspedisi di Indonesia cuma si cepat aja yg lemotnya bukan maen!!! mana barangnya keburu dipake, eh ini malah criss cross segala anjeng anjengðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬",Nobully,https://twitter.com/awesome_jiwoong/status/1705726296456872302
"@cimeaanita MINIMAL NANYA GOBLOK KALO GATAU, BUKAN MALAH JADI BIKIN INDO DI BAN, LU TOLOL PUNYA OTAK GA DI PAKE, KOMUNITAS NEGARA INDIA MAH KOMPAK BUKAN MALAH CEPUIN NEGARA SENDIRI BABI, GUA BARU GARAP ROUND 3 INI, KONTOL LU ANJING",Bully,https://twitter.com/Dedennurmansya5/status/1705726282796027971
"BABIIII, TERNYATA KETAUAN ANJINGG KALAU NGESAVE VIDEO ORANG DI TIKTOK ðŸ˜­",Nobully,https://twitter.com/pochitdaaa/status/1705726238760075379
@vankadian3 Minggu juga lonte anjing jalang,Bully,https://twitter.com/001Ziroo39764/status/1705726195843867059
@Catatan_ali7 @jokowi Jilat terus sampe ke daki kuku buzzer anjing pemerintah . Kasi makan anak bini lu pake uang panas,Nobully,https://twitter.com/Epand52/status/1705726161169608784
@tanyarlfes ini nder yang aku baca : â€œmisuh pake hangeul aja kali ya ~ asuuuuu kalian jancuk! anak setan! tai anjing! babi!â€,Nobully,https://twitter.com/kanimakii/status/1705726130957988265
@dinosaula @tvindonesiawkwk mahluk apa anjing ituðŸ˜­,Nobully,https://twitter.com/ericmaboyz/status/1705726040507847159
"blio kan tipe orang yang kalo orang lain nuding blio tu blio bodo amat, kayak anjing menggonggong kafilah berlalu.  tapi kalo sampe nyentuh anak2nya tu berarti lu membangunkan singa tidur. ini keadaan udah ga enak banget sampe ditegur ama orang yang ga suka marah kayak blio",Nobully,https://twitter.com/illuminationkey/status/1705725922610221152
"emosi, emosi bgt anjing.",Nobully,https://twitter.com/arrenzxa/status/1705725900816519662
Anjing jujur ak kaget bgt tadi bacanyaðŸ™ðŸ»,Nobully,https://twitter.com/gehuisbackk/status/1705725781614424120
OALAH ANJING TERNYATA GAJADI COVER ðŸ¤¡ðŸ¤¡ðŸ¤¡ðŸ¤¡ðŸ¤¡ðŸ¤¡,Nobully,https://twitter.com/loavingdoy/status/1705725226309595553
"Anjing gue baru bangun !!! Semalem sm anak gc baru ngomongin buat minnta spill something sm pakin/satang, ga nyangka lgsg di kabulin sialan! Mana baru ngomongin ciuman gemfot juga ðŸ˜­ https://t.co/MrTB8v6X3g",Nobully,https://twitter.com/deeellv/status/1705725178326683925
@miyagelap ga ada anjing itu becanda doanb,Nobully,https://twitter.com/derr_dya/status/1705725168717561871
WKWK KELUARGA ANJING,Nobully,https://twitter.com/xxxqsa_hii/status/1705724991827038358
Kata orang kalo kita sering ditempel dan dideketin hewan2 kayak kucing sama anjing random artinya aura kita positif. Apa auraku positif? Hmmmmmmmmm,Nobully,https://twitter.com/gabsxriellaa/status/1705724970431586367
MAU PIARA ANJING HUSKY,Nobully,https://twitter.com/gabsxriellaa/status/1705724732077707608
"kmu tu lucu, tp kaya anjing",Nobully,https://twitter.com/apeanjir/status/1705724688075575797
"@KentLavis Gara-gara celeng bikin garis seenaknya, anjing masuk.",Nobully,https://twitter.com/HH__ONE/status/1705724489928188116
@tebakaksyapa wkwk kalo yang ngejarnya anjing kan takut:(,Nobully,https://twitter.com/ariefjunjunan_/status/1705724404448268587
Jla anjing jla plis bru inget kalo nge an fol kapi rak sih mergo kapi rak polbek? n now???,Nobully,https://twitter.com/naajldz_/status/1705724131269120142
INTEL ANJING BANGSAT TAIK BABI PROVOKASI BUSUK !!! https://t.co/oQpCYp8vtP,Nobully,https://twitter.com/tutu_rulianda/status/1705724131256516878
@Dimasbravia1102 @ekowboy2 KelUarga elu ANJING KAPIRR MONYET.!!!ðŸ˜‚ðŸ˜‚ðŸ˜‚,Bully,https://twitter.com/denipank6/status/1705724015799861733
Prediksi Togel Leeds â€“ 24 September 2023 ANGKA MAIN : 7 1 9 6 0 COLOK BEBAS 2D : 9 &amp  7 TOP 4D : 1906*7196*0179*6091 TOP 3D : 617*967*196*719*671 TOP 2D : 16*91*17*71*76*61 SHIO : ANJING ANGKA TWINS : 11 â˜†â˜†â˜† Web Prediksi FlokiToto â˜†â˜†â˜† https://t.co/nVLfyK0FeA,Nobully,https://twitter.com/flokitoto1/status/1705723939480330479
ANJING,Nobully,https://twitter.com/wxnnev/status/1705723560533307542
@convomf orang tua kalo udah puber kedua memang anjing banget.,Nobully,https://twitter.com/sihkayaknya/status/1705723387610648602
Allegri anjing.,Nobully,https://twitter.com/atasankamu/status/1705723300012503506
BENTUKAN JIJEL SAMA JENO DARI BELAKANG BEGINI????!!!!! ANJING GILA EMG PERFECT BODY BGTðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Nobully,https://twitter.com/haechanpeace/status/1705723221025407352
"@sastraga ANJING ADAM GUA KESEL SAMA LO ðŸ˜­ðŸ˜­ðŸ˜­ plis semoga ini mimpinya jefa doangðŸ˜­ðŸ˜­ðŸ˜­ sumpah kesel bgt adamm, pdahal gua di pihak lo njir ðŸ˜­ðŸ˜­ Info tampol adam donggg  Gua kesel sampai nangis ðŸ˜­ðŸ˜­ðŸ˜­ https://t.co/GCfLZk5vSZ",Nobully,https://twitter.com/viieunoia/status/1705723002988744936
@niceGrace27 @anjisalvacion Happy birthday  beautiful anjing  HAPPY BIRTHDAY ANJI #AnjiSalvacion,Nobully,https://twitter.com/AnaleeMelliza6/status/1705722907182473474
Iqbal anjing.,Nobully,https://twitter.com/Sujatmik0000/status/1705722876404592672
Prediksi Togel Dewata Pools â€“ 24 September 2023 ANGKA MAIN : 1 2 8 4 0 COLOK BEBAS 2D : 0 &amp  2 TOP 4D : 2804*0218*1284*4082 TOP 3D : 284*421*128*412*841 TOP 2D : 28*18*84*81*21*42 SHIO : ANJING ANGKA TWINS : 22 â˜†â˜†â˜† Web Prediksi FlokiToto â˜†â˜†â˜† https://t.co/bf7x8R7L6x,Nobully,https://twitter.com/flokitoto1/status/1705722867596582936
@yvonnenotyuonne HAHAHAH RIL ANJING,Nobully,https://twitter.com/rajakaliansemua/status/1705722832909734263
mimpi ditunjuk bu etik ngerjain soal matematika di depan kelas bangun2 lngsng lemes anjingðŸ˜­,Nobully,https://twitter.com/bubiluv/status/1705722446538846685
GAPAPA GUE HAPPY BGT ANJING GUE GABOLEH SEDIH POKONNYA,Nobully,https://twitter.com/catherineedh/status/1705722161305186698
"wkwkwk ketawa banget anjing, dulu aja ngatain jm masuk trending cuma karena ga shipper hadah, makan noh trending",Nobully,https://twitter.com/jaemorolls/status/1705722074684416128
"please, gue juga cape. cape bgt anjing bangsat tai babii monyettttttt",Nobully,https://twitter.com/nejukocan/status/1705586015921230064
napa sii babii kok malah ovt sama cewe,Bully,https://twitter.com/kenwrdws/status/1705584002797806079
@deuIicates BABII GA ADA SOPAN SOPANNYA LU.,Bully,https://twitter.com/kalopseia/status/1705581868681413059
Pen culik firfir..narak maaak,Nobully,https://twitter.com/ForestBabii/status/1705574310470111449
@lynwnnjs Hari ini aku minum susu babii ðŸ˜ðŸ˜ https://t.co/hPUwXJcv4Z,Nobully,https://twitter.com/morkday/status/1705571681782411761
OMGGGGGGG JWJWKWKASK  #GMMTVFandayinBKKxFK,Nobully,https://twitter.com/EBossBabii/status/1705570103851728946
sumpah anjing punya temen slowrespon bgt babiiðŸ˜­,Bully,https://twitter.com/ayashiterrru/status/1705569746425676126
"Uang ada, hiburan yang tidak ada. Babii memang",Nobully,https://twitter.com/fuckingsinz/status/1705563990502625540
"@convomfs that's yah ketahuan"" babii""",Nobully,https://twitter.com/pinkxyzz/status/1705537460103684567
"fak yu alternator 27 tu ganyampe knock, sampe low aja swehit 2 hit, jadi pas reload di sampah babii https://t.co/wOvRBkqzre",Nobully,https://twitter.com/steponnopetss/status/1705527701728301235
NAK TGK GAK BABII,Nobully,https://twitter.com/beomluvrr/status/1705525903223361607
@babufess WKWKWKWK GAPAPA aku juga 35 star soalnya gak kuat BZIRRR COPPELIUS BABII,Nobully,https://twitter.com/kunikuzushio/status/1705524828109742179
@il0v3boobi3s gondo sm babii &lt 3,Bully,https://twitter.com/aishiaromeo/status/1705519152235200697
ðŸŒ¸ HBD Ciize ðŸ° #Ciize24thbestbirthday #ciizezphr #janeeyeh https://t.co/hq6nBFeXIL,Nobully,https://twitter.com/lemon_babii/status/1705517810800087343
"Walaupun cuma sebagai fans bukan faen (read: gun ATp ðŸ˜Œ) jujur ngerasa seneng banget sebagai babii, berasa dihargai banget sama offjum, apa-apa pasti selalu bawa babii, makasih banyak ya offjum udah selalu inget babii &amp  selalu menghargai keberadaan babii ðŸ¥ºðŸ’“ #OffJumpol #à¸­à¸­à¸Ÿà¸ˆà¸¸à¸¡à¸žà¸¥ https://t.co/30oNubheSb",Nobully,https://twitter.com/offgungunnie/status/1705513449592410231
Babii smuaaa,Nobully,https://twitter.com/auamazed/status/1705511518887161888
aku penat lah babii,Nobully,https://twitter.com/rizuanAbdullah4/status/1705507685653983339
"@ssefnum goblokk, natamu aku wes sen iki loh"" ""panass banget babii"" ""gw udah minggir anjing"" (kalau ada mobil klakson dsri belakang) ""huhu taii kena jalan berlubang"" ""asu, nyaposee banter banter kabeh ki?"" ""yaallahhh, anginne banter men"" *nyanyi* ""MOBIL BELAJARAN YA LU"" ""SILAU MENNN""""",Nobully,https://twitter.com/ofkuromiu/status/1705506911804944815
Babii orang orang pada pacaran real gue jg mw,Nobully,https://twitter.com/utaachime/status/1705502550404022689
Lo babii gahar,Bully,https://twitter.com/auamazed/status/1705501352426959004
Congratulations Namu..,Nobully,https://twitter.com/babii4army/status/1705499389064606165
Babii lo smuaaaaa,Nobully,https://twitter.com/auamazed/status/1705498921919979988
@k0matsuu dimana nya kak?,Nobully,https://twitter.com/tumqueencial/status/1705495481693220987
@k0matsuu zona 3dimana kak? aku plaza tenggara jauh y?,Nobully,https://twitter.com/tumqueencial/status/1705492690379702707
BABII CUMA MAU NGETAP KELUAR DOANGGðŸ˜¡ðŸ˜¡ðŸ«µðŸ»ðŸ˜¡ðŸ«µðŸ»ðŸ˜¡ðŸ«µðŸ» https://t.co/idEUjHC7wP,Bully,https://twitter.com/aizolenn/status/1705489382432772288
@convomfs musnah lo bajingan tolol bego monyet bangsat babii,Nobully,https://twitter.com/gwesukaenim/status/1705486434491310214
@decembear4th LU NGEJEK BANGET BABII ðŸ˜­ðŸ˜­ðŸ˜­ðŸ«µðŸ»ðŸ«µðŸ»ðŸ«µðŸ»ðŸ«µðŸ»,Nobully,https://twitter.com/annesaturs/status/1705484902517571710
"@k0matsuu hai kak, ini dimana ya?",Nobully,https://twitter.com/tumqueencial/status/1705476041547149668
Nuhuh,Nobully,https://twitter.com/EatBabii/status/1705474184812384726
"Mamah berantem sama kaka, gara gara mamah bilang sabun cuci tuh yg ukuran 5000 paling habis 2 hari"" Kaka gue di komporin sama sepupu katanya mamah bilang kaka gue numpang gak beliin sabun.  Wkwkwk sekarang nyokap gue jantungnya kumat dan kaka gue kek ngerasa bersalah gitu.. tai""",Nobully,https://twitter.com/donivoryadiaksa/status/1705472105054449808
Anjir lah niat ngerjain peta malah gabisa terusss reclassify eror terus babii,Nobully,https://twitter.com/sentinel0010/status/1705468941160853744
@Chunchun0599 Kocak emang ðŸ˜‚,Nobully,https://twitter.com/BabiiAtp/status/1705461290712625304
@pandji Semangat bg dikit lg lucu,Bully,https://twitter.com/Usus_Babii/status/1705459777177096334
"@svgeyg makasihh, lucuu tapi kenapaa harus babii sihðŸ˜”â˜ðŸ»",Nobully,https://twitter.com/yayaasuka2/status/1705458567212625956
"@LadyAyas @joytobigwin Alah pepek, lu itu host kecil tapi problematik nya parah dri dulu juga, play victim banget babii",Nobully,https://twitter.com/mahawins/status/1705457813823307865
"cakep bgt anjir jgn nyenggol hati comelku babii huf maaf krusinh trs, soalnya ak mw nabung anjir lah apa mngkin???",Nobully,https://twitter.com/m0lkztY/status/1705452196832378953
pa cahyo tuh enak ngajarinnya soalnya ketawa ketiwi tp gabisa priv babii,Nobully,https://twitter.com/1spoonfor1/status/1705451813724619176
jlek bgt babii nangis di busway siang siang,Nobully,https://twitter.com/matchapuppy/status/1705446341433069658
Jadilah yg luar biasa.. Krn yg biasa itu sudah biasa,Nobully,https://twitter.com/Usus_Babii/status/1705400463108251783
@hanietine Pada milih babiiðŸ˜­ðŸ˜­,Nobully,https://twitter.com/_puppymkim/status/1705400443105603888
WALAHH BABII WOWOWKKWKWK,Nobully,https://twitter.com/_wthtwings/status/1705382394361237696
"@PartaiSocmed Ada kami dc nya serem banget, temen gue pakai ada kami sampai nelfon orang tuanya dan di maki-maki, kek babii DC nya anjir, mana ngancem pula",Nobully,https://twitter.com/imwin_soon/status/1705369605525668190
MORNING .Emng Jaekyung KONTOLLL. BABII EMNG,Nobully,https://twitter.com/luvllypatty/status/1705352507424485517
"@feitozahtT krl, manda foto",Nobully,https://twitter.com/babiih_babii/status/1705314252356034767
Hari ini pas 1tahun aku sama kamu heheh,Nobully,https://twitter.com/donivoryadiaksa/status/1705302997880930748
CapeÂ² ngerapihin lupa di save babii,Nobully,https://twitter.com/Dndoktvia06/status/1705277179867824586
@kozumerikii BABIIðŸ˜­ðŸ˜­ðŸ˜­ MAKASIH UDAH BUAT GW KETAWA,Nobully,https://twitter.com/copyofnad/status/1705272659150504444
ANJING AXIS TAII!! BELI PAKET SUKA SUKA 47REBU 24GB YANG KE ISI 12GB DOANG BANGSATT SEHARI DOANG INI MAH BABIIðŸ˜ ðŸ˜ ðŸ˜ ,Nobully,https://twitter.com/febrioo03/status/1705272540661506149
BABII BARU TIDUR SEBENTAR UDH KENA NIGHTMARE ðŸ˜­ðŸ˜­,Nobully,https://twitter.com/muchdafit/status/1705269704397554039
